days_since_last_booking,days_since_first_booking,months_as_client,total_bookings,bookings_last_30_days,bookings_last_90_days,bookings_last_180_days,avg_days_between_bookings,max_gap_between_bookings,booking_frequency_trend,total_revenue,avg_booking_value,max_booking_value,total_participants,avg_participants_per_booking,revenue_last_90_days,revenue_trend,avg_overall_rating,avg_nps_score,avg_trainer_rating,latest_rating,min_rating_ever,has_given_feedback,rating_trend,num_course_categories,num_unique_courses,category_diversity_score,total_communications,communications_last_90_days,avg_communications_per_booking,industry_encoded,company_size_encoded,region_encoded,account_manager_encoded
162.0,733.0,24.433333333333334,11.0,0.0,0.0,1.0,57.1,68.0,0.2,1824432.0,165857.45454545456,281892.0,282.0,25.636363636363637,0.0,-0.25994544120492974,4.375,8.375,4.375,4.8,3.9,1.0,0.058823529411764705,7.0,10.0,2.6635327548042547,37.0,11.0,3.3636363636363638,7,0,1,4
1160.0,1160.0,38.666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61584.0,61584.0,61584.0,12.0,12.0,0.0,0.0,4.5,10.0,4.4,4.5,4.5,1.0,0.0,1.0,1.0,0.0,7.0,1.0,7.0,11,2,0,0
88.0,462.0,15.4,5.0,0.0,1.0,1.0,93.5,101.0,0.5,163463.0,32692.6,50780.0,28.0,5.6,34821.0,-0.5083404195011337,4.666666666666667,8.666666666666666,4.833333333333333,4.4,4.4,1.0,-0.07142857142857136,3.0,5.0,1.5219280948873621,6.0,2.0,1.2,4,3,1,0
151.0,297.0,9.9,4.0,0.0,0.0,1.0,48.666666666666664,56.0,0.0,199321.0,49830.25,93762.0,25.0,6.25,0.0,-0.2699631982779572,4.0,8.0,4.125,3.5,3.5,1.0,-0.09523809523809532,4.0,4.0,2.0,8.0,3.0,2.0,6,3,0,1
350.0,459.0,15.3,2.0,0.0,0.0,0.0,109.0,109.0,0.0,142958.0,71479.0,88638.0,31.0,15.5,0.0,0.0,4.7,10.0,4.8,4.7,4.7,1.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,7,1,5,2
53.0,743.0,24.766666666666666,13.0,0.0,1.0,3.0,57.5,66.0,0.16666666666666666,2224934.0,171148.76923076922,306025.0,333.0,25.615384615384617,158236.0,-0.18604851449701704,4.036363636363637,7.818181818181818,4.263636363636364,4.6,3.5,1.0,0.04483925549915411,9.0,10.0,3.0269868333592873,30.0,6.0,2.3076923076923075,10,0,4,2
1298.0,1655.0,55.166666666666664,13.0,0.0,0.0,0.0,29.75,40.0,0.16666666666666666,885309.0,68100.69230769231,101706.0,116.0,8.923076923076923,0.0,-0.0742969110807996,4.058333333333333,7.25,4.216666666666667,3.5,3.3,1.0,0.08119658119658126,8.0,12.0,2.931208948910323,28.0,2.0,2.1538461538461537,7,2,5,2
1608.0,1742.0,58.06666666666667,3.0,0.0,0.0,0.0,67.0,68.0,1.0,745113.0,248371.0,394450.0,84.0,28.0,0.0,0.1515859470242713,4.05,7.0,4.0,3.9,3.9,1.0,0.0,2.0,3.0,0.9182958340544896,8.0,0.0,2.6666666666666665,3,0,2,2
273.0,1053.0,35.1,14.0,0.0,0.0,0.0,60.0,77.0,0.0,698257.0,49875.5,108750.0,85.0,6.071428571428571,0.0,-0.10957454008907182,4.359999999999999,7.9,4.380000000000001,4.3,3.7,1.0,0.027906976744186074,8.0,13.0,2.8962915290459277,18.0,1.0,1.2857142857142858,4,3,1,2
1351.0,1560.0,52.0,4.0,0.0,0.0,0.0,69.66666666666667,75.0,0.0,409831.0,102457.75,148932.0,63.0,15.75,0.0,0.3721327321452344,4.366666666666666,8.666666666666666,4.433333333333334,4.7,3.8,1.0,-0.07608695652173907,4.0,4.0,2.0,8.0,0.0,2.0,12,1,0,2
65.0,126.0,4.2,2.0,0.0,1.0,2.0,61.0,61.0,0.0,152323.0,76161.5,102595.0,29.0,14.5,102595.0,0.0,4.35,9.0,4.05,4.6,4.1,1.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,4,1,2,0
210.0,573.0,19.1,4.0,0.0,0.0,0.0,121.0,123.0,0.0,382746.0,95686.5,111734.0,48.0,12.0,0.0,-0.1400052483744618,4.5,9.0,4.566666666666666,4.9,3.8,1.0,0.2763157894736842,3.0,3.0,1.5,12.0,2.0,3.0,2,2,3,3
669.0,1294.0,43.13333333333333,6.0,0.0,0.0,0.0,125.0,129.0,0.0,256620.0,42770.0,114678.0,33.0,5.5,0.0,-0.3101095774944684,4.2,7.666666666666667,4.333333333333333,4.4,3.9,1.0,0.11538461538461532,6.0,6.0,2.584962500721156,17.0,1.0,2.8333333333333335,12,3,2,0
421.0,977.0,32.56666666666667,17.0,0.0,0.0,0.0,34.75,47.0,-0.1111111111111111,1069522.0,62913.05882352941,122904.0,118.0,6.9411764705882355,0.0,-0.11532975685369289,4.484615384615384,8.692307692307692,4.484615384615384,3.5,3.5,1.0,-0.04658385093167723,8.0,13.0,2.8163075192246447,55.0,5.0,3.235294117647059,9,3,2,1
356.0,708.0,23.6,8.0,0.0,0.0,0.0,50.285714285714285,66.0,0.0,1054700.0,131837.5,266464.0,147.0,18.375,0.0,0.12626125172618868,4.233333333333333,8.0,4.166666666666667,4.5,3.7,1.0,-0.11851851851851866,6.0,8.0,2.5,25.0,6.0,3.125,3,1,3,0
198.0,568.0,18.933333333333334,5.0,0.0,0.0,0.0,92.5,99.0,-0.3333333333333333,588416.0,117683.2,186915.0,62.0,12.4,0.0,-0.48642376467992493,3.8499999999999996,6.25,4.15,4.0,3.3,1.0,0.1388888888888889,4.0,5.0,1.9219280948873623,13.0,4.0,2.6,11,2,3,0
1059.0,1823.0,60.766666666666666,18.0,0.0,0.0,0.0,44.94117647058823,60.0,0.0,809760.0,44986.666666666664,99999.0,121.0,6.722222222222222,0.0,-0.3932121866331192,4.15625,7.6875,4.1875,3.7,3.4,1.0,-0.13202247191011232,10.0,16.0,3.239097917988786,21.0,1.0,1.1666666666666667,7,3,1,2
1088.0,1765.0,58.833333333333336,10.0,0.0,0.0,0.0,75.22222222222223,85.0,0.0,572602.0,57260.2,74052.0,105.0,10.5,0.0,-0.11175122425761345,4.414285714285714,8.428571428571429,4.6,4.4,4.1,1.0,0.03269230769230768,7.0,10.0,2.721928094887362,14.0,1.0,1.4,13,2,2,1
172.0,253.0,8.433333333333334,4.0,0.0,0.0,1.0,27.0,38.0,0.0,276388.0,69097.0,118590.0,32.0,8.0,0.0,0.9214637549415471,4.625,9.0,4.3999999999999995,4.7,4.1,1.0,0.05555555555555555,4.0,4.0,2.0,8.0,3.0,2.0,2,3,1,1
124.0,194.0,6.466666666666667,2.0,0.0,0.0,1.0,70.0,70.0,0.0,128529.0,64264.5,77787.0,15.0,7.5,0.0,0.0,4.5,8.5,4.800000000000001,4.3,4.3,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,5,3,0,3
128.0,181.0,6.033333333333333,2.0,0.0,0.0,1.0,53.0,53.0,0.0,242088.0,121044.0,170127.0,44.0,22.0,0.0,0.0,4.0,7.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,5.0,4.0,2.5,13,0,1,1
330.0,771.0,25.7,10.0,0.0,0.0,0.0,49.0,64.0,0.0,569392.0,56939.2,104760.0,79.0,7.9,0.0,1.176506686155168,4.333333333333332,8.11111111111111,4.344444444444445,4.9,3.6,1.0,-0.03728813559322035,7.0,9.0,2.721928094887362,23.0,3.0,2.3,5,2,0,2
193.0,672.0,22.4,7.0,0.0,0.0,0.0,79.83333333333333,84.0,0.3333333333333333,381239.0,54462.71428571428,96060.0,49.0,7.0,0.0,-0.4572086430470403,3.675,6.25,3.875,3.6,3.3,1.0,-0.03999999999999997,7.0,7.0,2.8073549220576037,25.0,5.0,3.5714285714285716,6,3,4,2
45.0,45.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,45184.0,45184.0,45184.0,16.0,16.0,45184.0,0.0,3.7,7.0,4.1,3.7,3.7,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,5,0,3,1
189.0,800.0,26.666666666666668,10.0,0.0,0.0,0.0,67.88888888888889,87.0,0.0,705584.0,70558.4,136612.0,117.0,11.7,0.0,0.11164182677919439,4.4375,8.25,4.5375,4.8,3.4,1.0,0.07602339181286553,6.0,8.0,2.4464393446710155,15.0,1.0,1.5,1,2,2,0
583.0,1787.0,59.56666666666667,15.0,0.0,0.0,0.0,86.0,100.0,0.14285714285714285,824611.0,54974.066666666666,117620.0,102.0,6.8,0.0,1.109693065006515,4.3999999999999995,8.727272727272727,4.50909090909091,3.5,3.5,1.0,0.025345622119815742,9.0,14.0,3.056564762130954,16.0,2.0,1.0666666666666667,2,3,3,1
549.0,1163.0,38.766666666666666,12.0,0.0,0.0,0.0,55.81818181818182,70.0,0.0,1386400.0,115533.33333333333,166614.0,195.0,16.25,0.0,-0.022685490898562796,4.218181818181819,8.181818181818182,4.309090909090909,4.2,3.4,1.0,-0.01799687010954627,7.0,11.0,2.688721875540867,29.0,1.0,2.4166666666666665,7,1,1,3
854.0,1207.0,40.233333333333334,11.0,0.0,0.0,0.0,35.3,46.0,-0.16666666666666666,1679448.0,152677.0909090909,250380.0,267.0,24.272727272727273,0.0,-0.06372372372372373,4.427272727272728,8.181818181818182,4.4363636363636365,4.4,3.9,1.0,0.028287461773700243,7.0,11.0,2.7321588913645702,37.0,3.0,3.3636363636363638,4,0,2,4
481.0,952.0,31.733333333333334,16.0,0.0,0.0,0.0,31.4,45.0,0.0,696319.0,43519.9375,96352.0,99.0,6.1875,0.0,0.08890895509403283,4.569230769230769,8.846153846153847,4.607692307692307,5.0,4.0,1.0,-0.03225806451612892,9.0,14.0,3.077819531114783,33.0,1.0,2.0625,13,3,3,2
422.0,1331.0,44.36666666666667,17.0,0.0,0.0,0.0,56.8125,69.0,0.125,2951568.0,173621.64705882352,305052.0,412.0,24.235294117647058,0.0,0.6224645879877707,4.3,8.266666666666667,4.426666666666667,3.6,3.5,1.0,-0.03664495114006512,10.0,15.0,3.2195282822995472,56.0,6.0,3.2941176470588234,4,0,4,3
284.0,648.0,21.6,4.0,0.0,0.0,0.0,121.33333333333333,122.0,0.0,334822.0,83705.5,147644.0,39.0,9.75,0.0,-0.4032143453275151,4.225,7.25,4.4,4.1,4.0,1.0,0.011904761904761862,4.0,4.0,2.0,8.0,2.0,2.0,9,2,0,1
403.0,1115.0,37.166666666666664,8.0,0.0,0.0,0.0,101.71428571428571,113.0,0.0,800455.0,100056.875,149568.0,123.0,15.375,0.0,-0.05524578653391546,4.225,8.0,4.2250000000000005,3.6,3.6,1.0,-0.10112359550561784,5.0,7.0,2.1556390622295662,16.0,1.0,2.0,6,1,4,1
128.0,767.0,25.566666666666666,12.0,0.0,0.0,1.0,58.09090909090909,74.0,0.0,735504.0,61292.0,108981.0,117.0,9.75,0.0,-0.006353612126074826,4.17,7.7,4.25,4.0,3.7,1.0,0.0643564356435643,9.0,12.0,3.0220552088742005,13.0,3.0,1.0833333333333333,6,2,4,3
290.0,740.0,24.666666666666668,17.0,0.0,0.0,0.0,28.125,42.0,0.125,706705.0,41570.882352941175,100413.0,112.0,6.588235294117647,0.0,0.26884896781506545,4.22,8.133333333333333,4.3533333333333335,4.9,3.3,1.0,0.23902671755725172,7.0,13.0,2.7333716642706998,37.0,2.0,2.176470588235294,8,3,1,4
717.0,1623.0,54.1,17.0,0.0,0.0,0.0,56.625,71.0,-0.1111111111111111,2187913.0,128700.76470588235,195778.0,276.0,16.235294117647058,0.0,-0.022873562519916003,4.033333333333333,7.333333333333333,4.226666666666667,3.8,3.4,1.0,-0.03689236111111093,8.0,15.0,2.6986604604011153,18.0,2.0,1.0588235294117647,4,1,3,1
23.0,234.0,7.8,5.0,1.0,2.0,3.0,52.75,67.0,-0.3333333333333333,369066.0,73813.2,103806.0,75.0,15.0,93928.0,-0.4364343643436434,4.180000000000001,7.6,4.28,4.3,4.0,1.0,0.012048192771084293,5.0,5.0,2.321928094887362,15.0,8.0,3.0,2,1,4,4
383.0,484.0,16.133333333333333,3.0,0.0,0.0,0.0,50.5,57.0,-0.5,210110.0,70036.66666666667,93780.0,41.0,13.666666666666666,0.0,0.015945165945165946,3.9000000000000004,7.0,4.05,4.2,3.6,1.0,0.0,3.0,3.0,1.584962500721156,9.0,1.0,3.0,2,1,1,0
375.0,840.0,28.0,9.0,0.0,0.0,0.0,58.125,72.0,0.25,367961.0,40884.555555555555,76090.0,55.0,6.111111111111111,0.0,-0.2356480472756453,4.2,8.142857142857142,4.271428571428571,4.2,3.9,1.0,-0.027343749999999903,6.0,7.0,2.4193819456463714,23.0,3.0,2.5555555555555554,2,3,4,1
565.0,1225.0,40.833333333333336,8.0,0.0,0.0,0.0,94.28571428571429,108.0,0.0,356532.0,44566.5,99684.0,40.0,5.0,0.0,0.5955838993600804,4.085714285714285,7.714285714285714,4.271428571428571,3.7,3.7,1.0,0.022727272727272756,6.0,8.0,2.4056390622295662,28.0,2.0,3.5,6,3,3,2
1207.0,1356.0,45.2,4.0,0.0,0.0,0.0,49.666666666666664,56.0,0.0,544260.0,136065.0,213600.0,71.0,17.75,0.0,0.549895991454433,4.275,8.25,4.25,4.7,3.9,1.0,0.0117647058823529,3.0,4.0,1.5,6.0,0.0,1.5,1,1,0,0
1004.0,1521.0,50.7,10.0,0.0,0.0,0.0,57.44444444444444,71.0,0.0,624456.0,62445.6,95128.0,102.0,10.2,0.0,-0.07628846924001113,4.2444444444444445,8.444444444444445,4.355555555555555,5.0,3.5,1.0,0.10999999999999988,7.0,8.0,2.6464393446710157,23.0,2.0,2.3,3,2,0,4
1240.0,1441.0,48.03333333333333,4.0,0.0,0.0,0.0,67.0,82.0,0.0,464042.0,116010.5,145650.0,92.0,23.0,0.0,-0.1254160876450247,4.2,7.333333333333333,4.3,4.5,3.3,1.0,0.4090909090909093,3.0,3.0,1.5,7.0,1.0,1.75,6,0,3,1
209.0,551.0,18.366666666666667,5.0,0.0,0.0,0.0,85.5,94.0,0.5,349347.0,69869.4,103200.0,37.0,7.4,0.0,0.13120427766755963,4.225,8.5,4.324999999999999,3.9,3.9,1.0,0.011904761904761862,4.0,5.0,1.9219280948873623,14.0,4.0,2.8,12,2,1,4
148.0,232.0,7.733333333333333,3.0,0.0,0.0,1.0,42.0,45.0,1.0,451620.0,150540.0,218225.0,76.0,25.333333333333332,0.0,1.15084992486852,3.6666666666666665,5.333333333333333,3.8333333333333335,3.9,3.4,1.0,0.11764705882352938,3.0,3.0,1.584962500721156,14.0,5.0,4.666666666666667,2,0,5,2
402.0,682.0,22.733333333333334,12.0,0.0,0.0,0.0,25.454545454545453,37.0,0.4,2096720.0,174726.66666666666,312165.0,298.0,24.833333333333332,0.0,-0.13846948795303737,4.369999999999999,8.6,4.389999999999999,3.9,3.6,1.0,-0.013636363636363748,8.0,11.0,2.918295834054489,38.0,12.0,3.1666666666666665,9,0,5,3
205.0,551.0,18.366666666666667,9.0,0.0,0.0,0.0,43.25,56.0,0.25,646719.0,71857.66666666667,163030.0,95.0,10.555555555555555,0.0,0.8412055991750305,4.142857142857143,7.285714285714286,4.185714285714286,3.4,3.4,1.0,0.018292682926829094,7.0,9.0,2.725480556997868,10.0,4.0,1.1111111111111112,3,2,3,1
114.0,333.0,11.1,3.0,0.0,0.0,1.0,109.5,114.0,1.0,201824.0,67274.66666666667,102300.0,46.0,15.333333333333334,0.0,-0.5135679374389052,3.55,5.5,3.7,3.4,3.4,1.0,0.0,3.0,3.0,1.584962500721156,9.0,3.0,3.0,3,1,0,2
1692.0,1728.0,57.6,2.0,0.0,0.0,0.0,36.0,36.0,0.0,195975.0,97987.5,158625.0,21.0,10.5,0.0,0.0,4.6,9.0,4.8,4.6,4.6,1.0,0.0,2.0,2.0,1.0,7.0,0.0,3.5,4,2,3,3
576.0,1001.0,33.36666666666667,11.0,0.0,0.0,0.0,42.5,60.0,0.2,492460.0,44769.09090909091,78560.0,66.0,6.0,0.0,0.15996055993238842,4.109999999999999,7.2,4.18,3.8,3.3,1.0,0.07575757575757572,9.0,11.0,3.095795255000934,38.0,2.0,3.4545454545454546,9,3,4,3
854.0,955.0,31.833333333333332,3.0,0.0,0.0,0.0,50.5,59.0,1.0,378057.0,126019.0,142709.0,52.0,17.333333333333332,0.0,0.2461249261010937,4.2,9.0,4.5,4.5,3.9,1.0,0.0,2.0,3.0,0.9182958340544896,6.0,0.0,2.0,10,0,5,0
184.0,482.0,16.066666666666666,5.0,0.0,0.0,0.0,74.5,81.0,0.5,140828.0,28165.6,37160.0,21.0,4.2,0.0,-0.38485063622958876,4.24,7.8,4.46,3.8,3.8,1.0,-0.1304347826086956,4.0,5.0,1.9219280948873623,10.0,2.0,2.0,2,3,4,4
967.0,1530.0,51.0,14.0,0.0,0.0,0.0,43.30769230769231,55.0,0.3333333333333333,2359727.0,168551.92857142858,380765.0,362.0,25.857142857142858,0.0,0.013080565809330733,4.3100000000000005,8.1,4.36,4.1,3.7,1.0,0.004651162790697782,7.0,12.0,2.521640636343318,31.0,1.0,2.2142857142857144,8,0,3,3
439.0,1595.0,53.166666666666664,14.0,0.0,0.0,0.0,88.92307692307692,99.0,0.0,2129534.0,152109.57142857142,349885.0,348.0,24.857142857142858,0.0,-0.2237067757477079,4.183333333333333,8.0,4.2250000000000005,4.0,3.9,1.0,-0.015810276679841844,9.0,13.0,2.950212064914747,17.0,0.0,1.2142857142857142,0,0,4,0
875.0,1386.0,46.2,9.0,0.0,0.0,0.0,63.875,72.0,-0.2,1136343.0,126260.33333333333,191520.0,158.0,17.555555555555557,0.0,0.23842966311484232,4.142857142857143,8.0,4.2142857142857135,4.4,3.6,1.0,0.018292682926829312,5.0,6.0,2.113283334294875,9.0,1.0,1.0,8,1,3,4
63.0,621.0,20.7,13.0,0.0,1.0,3.0,46.5,61.0,0.16666666666666666,555992.0,42768.61538461538,76248.0,80.0,6.153846153846154,19812.0,0.30768212436241876,4.029999999999999,7.1,4.159999999999999,4.0,3.4,1.0,-0.05314009661835732,9.0,12.0,3.0269868333592873,31.0,5.0,2.3846153846153846,13,3,0,2
748.0,1612.0,53.733333333333334,19.0,0.0,0.0,0.0,48.0,68.0,0.1111111111111111,2411986.0,126946.63157894737,198840.0,368.0,19.36842105263158,0.0,0.058275358135171255,3.9529411764705875,7.352941176470588,4.205882352941177,4.5,3.4,1.0,-0.010482180293501122,9.0,17.0,3.11583409216322,38.0,2.0,2.0,5,1,5,1
125.0,722.0,24.066666666666666,7.0,0.0,0.0,1.0,99.5,109.0,-0.25,486595.0,69513.57142857143,99708.0,77.0,11.0,0.0,0.0373751101968851,4.242857142857143,7.714285714285714,4.257142857142857,5.0,3.4,1.0,0.06097560975609734,6.0,7.0,2.521640636343318,21.0,5.0,3.0,7,2,0,0
79.0,823.0,27.433333333333334,16.0,0.0,1.0,3.0,49.6,64.0,0.0,1097791.0,68611.9375,137592.0,147.0,9.1875,42135.0,-0.3093142486643658,4.2,8.076923076923077,4.284615384615385,4.8,3.6,1.0,0.060889929742388764,10.0,14.0,3.125,34.0,3.0,2.125,12,2,1,4
374.0,627.0,20.9,8.0,0.0,0.0,0.0,36.142857142857146,53.0,0.0,335637.0,41954.625,86149.0,44.0,5.5,0.0,-0.24223205635130535,4.316666666666667,8.666666666666666,4.3999999999999995,4.4,3.6,1.0,-0.03787878787878794,8.0,8.0,3.0,17.0,4.0,2.125,3,3,1,3
852.0,1451.0,48.36666666666667,10.0,0.0,0.0,0.0,66.55555555555556,76.0,0.0,496382.0,49638.2,89560.0,86.0,8.6,0.0,0.3763410489025062,4.300000000000001,8.375,4.4625,4.7,3.5,1.0,0.08484848484848498,7.0,9.0,2.6464393446710157,20.0,1.0,2.0,11,2,4,2
906.0,1552.0,51.733333333333334,19.0,0.0,0.0,0.0,35.888888888888886,49.0,-0.1,2905406.0,152916.1052631579,302575.0,352.0,18.526315789473685,0.0,0.19536391894090135,4.328571428571428,7.785714285714286,4.385714285714285,5.0,3.4,1.0,-0.019607843137254836,9.0,15.0,2.925853014561283,23.0,3.0,1.2105263157894737,5,1,5,0
1065.0,1423.0,47.43333333333333,4.0,0.0,0.0,0.0,119.33333333333333,128.0,0.0,466270.0,116567.5,151830.0,103.0,25.75,0.0,0.6253054513924079,3.9,7.666666666666667,3.8666666666666667,4.0,3.5,1.0,0.17142857142857132,4.0,4.0,2.0,15.0,1.0,3.75,4,0,3,1
1043.0,1180.0,39.333333333333336,4.0,0.0,0.0,0.0,45.666666666666664,54.0,0.0,381635.0,95408.75,136680.0,63.0,15.75,0.0,0.08504977217347597,4.266666666666667,7.666666666666667,4.333333333333333,3.4,3.4,1.0,-0.10869565217391305,4.0,4.0,2.0,8.0,0.0,2.0,1,1,5,3
160.0,508.0,16.933333333333334,4.0,0.0,0.0,1.0,116.0,123.0,0.0,244917.0,61229.25,90450.0,38.0,9.5,0.0,1.2598227120268328,3.9499999999999997,7.5,4.025,4.0,3.8,1.0,0.051948051948052,3.0,4.0,1.5,15.0,4.0,3.75,5,2,2,4
521.0,858.0,28.6,4.0,0.0,0.0,0.0,112.33333333333333,115.0,0.0,183587.0,45896.75,52590.0,30.0,7.5,0.0,-0.03353720583982262,4.375,9.25,4.5,4.6,3.6,1.0,0.1604938271604937,3.0,4.0,1.5,13.0,1.0,3.25,8,3,2,1
842.0,1388.0,46.266666666666666,10.0,0.0,0.0,0.0,60.666666666666664,69.0,0.0,1442316.0,144231.6,287375.0,193.0,19.3,0.0,0.44589266545585887,4.275,8.75,4.362500000000001,3.9,3.8,1.0,0.0117647058823529,6.0,10.0,2.321928094887362,10.0,0.0,1.0,8,1,2,4
1172.0,1612.0,53.733333333333334,8.0,0.0,0.0,0.0,62.857142857142854,73.0,0.0,1411066.0,176383.25,324684.0,210.0,26.25,0.0,-0.3993951788997746,4.2,8.0,4.566666666666667,4.2,3.5,1.0,-0.16058394160583933,6.0,8.0,2.5,9.0,2.0,1.125,9,0,0,4
85.0,1065.0,35.5,18.0,0.0,1.0,2.0,57.64705882352941,72.0,0.0,1133500.0,62972.22222222222,127536.0,159.0,8.833333333333334,43472.0,-0.0362875353199717,3.991666666666667,7.833333333333333,4.233333333333333,3.7,3.6,1.0,0.08260869565217396,11.0,17.0,3.3921472236645345,21.0,3.0,1.1666666666666667,8,2,1,3
458.0,811.0,27.033333333333335,6.0,0.0,0.0,0.0,70.6,80.0,0.0,218856.0,36476.0,53664.0,32.0,5.333333333333333,0.0,-0.4082273877752887,3.9,7.2,3.9200000000000004,4.0,3.6,1.0,-0.04166666666666663,4.0,5.0,1.792481250360578,12.0,1.0,2.0,1,3,3,3
478.0,949.0,31.633333333333333,11.0,0.0,0.0,0.0,47.1,54.0,-0.16666666666666666,532056.0,48368.72727272727,68232.0,95.0,8.636363636363637,0.0,-0.026009141652128177,4.51,7.8,4.64,4.4,3.4,1.0,0.013392857142857454,6.0,9.0,2.3685225277282065,22.0,4.0,2.0,4,2,3,3
1427.0,1691.0,56.36666666666667,9.0,0.0,0.0,0.0,33.0,52.0,-0.2,650236.0,72248.44444444444,104784.0,94.0,10.444444444444445,0.0,0.2519135037907176,4.371428571428571,7.571428571428571,4.3428571428571425,4.4,3.4,1.0,-0.07481751824817522,5.0,9.0,2.197159723424149,20.0,0.0,2.2222222222222223,13,2,1,3
446.0,888.0,29.6,14.0,0.0,0.0,0.0,34.0,49.0,0.0,1475902.0,105421.57142857143,196848.0,235.0,16.785714285714285,0.0,-0.1764354111323901,4.159999999999999,8.1,4.249999999999999,3.8,3.6,1.0,-0.0651162790697673,10.0,12.0,3.0930692077718898,30.0,7.0,2.142857142857143,12,1,5,2
127.0,380.0,12.666666666666666,4.0,0.0,0.0,1.0,84.33333333333333,90.0,0.0,172458.0,43114.5,52290.0,38.0,9.5,0.0,0.2681993344994936,4.199999999999999,8.0,4.625,4.1,3.7,1.0,-0.13333333333333336,3.0,4.0,1.5,9.0,3.0,2.25,1,2,3,2
20.0,228.0,7.6,6.0,1.0,2.0,4.0,41.6,52.0,0.0,661785.0,110297.5,175230.0,102.0,17.0,147205.0,-0.16030812340503614,4.033333333333334,8.166666666666666,4.150000000000001,4.5,3.5,1.0,-0.016393442622950977,6.0,6.0,2.584962500721156,20.0,9.0,3.3333333333333335,13,1,2,2
804.0,1552.0,51.733333333333334,15.0,0.0,0.0,0.0,53.42857142857143,65.0,-0.125,756871.0,50458.066666666666,96147.0,92.0,6.133333333333334,0.0,-0.17796242626445885,4.3090909090909095,8.181818181818182,4.318181818181819,3.6,3.4,1.0,-0.17366946778711476,9.0,14.0,3.056564762130954,49.0,4.0,3.2666666666666666,12,3,0,4
254.0,708.0,23.6,6.0,0.0,0.0,0.0,90.8,99.0,0.0,632771.0,105461.83333333333,203566.0,92.0,15.333333333333334,0.0,-0.44949351394000586,4.380000000000001,8.2,4.5600000000000005,4.0,4.0,1.0,-0.00757575757575775,4.0,6.0,1.9182958340544896,22.0,2.0,3.6666666666666665,7,1,0,0
25.0,766.0,25.533333333333335,19.0,1.0,2.0,4.0,41.166666666666664,56.0,-0.1,2340863.0,123203.31578947368,219900.0,344.0,18.105263157894736,203930.0,-0.18914854395738248,4.143750000000001,7.6875,4.29375,4.4,3.4,1.0,0.12500000000000008,11.0,16.0,3.2608281712244556,60.0,8.0,3.1578947368421053,10,1,0,0
40.0,212.0,7.066666666666666,5.0,0.0,2.0,4.0,43.0,57.0,-0.3333333333333333,456567.0,91313.4,150297.0,79.0,15.8,183605.0,-0.31196090474537347,4.3,8.0,4.3999999999999995,5.0,3.8,1.0,0.07317073170731725,5.0,5.0,2.321928094887362,10.0,4.0,2.0,3,1,0,0
108.0,707.0,23.566666666666666,7.0,0.0,0.0,1.0,99.83333333333333,108.0,-0.25,470911.0,67273.0,116701.0,65.0,9.285714285714286,0.0,1.033161938534279,4.257142857142857,8.285714285714286,4.314285714285714,5.0,3.7,1.0,0.22787610619469015,5.0,7.0,2.2359263506290326,14.0,3.0,2.0,6,2,1,1
75.0,779.0,25.966666666666665,18.0,0.0,1.0,3.0,41.411764705882355,55.0,0.25,2241750.0,124541.66666666667,215100.0,311.0,17.27777777777778,167622.0,-0.025053431698167754,4.2250000000000005,8.333333333333334,4.275,4.1,3.5,1.0,-0.06488549618320609,8.0,14.0,2.816340113853408,22.0,2.0,1.2222222222222223,10,1,4,0
72.0,749.0,24.966666666666665,14.0,0.0,1.0,3.0,52.07692307692308,63.0,0.0,973618.0,69544.14285714286,117975.0,125.0,8.928571428571429,55174.0,-0.2094315749207353,4.258333333333333,8.333333333333334,4.341666666666667,4.8,3.7,1.0,-0.011673151750972516,7.0,12.0,2.6995138503199656,33.0,6.0,2.357142857142857,3,2,5,3
176.0,176.0,5.866666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51510.0,51510.0,51510.0,17.0,17.0,0.0,0.0,4.233333333333333,8.080128205128204,4.333333333333333,4.2,3.6,0.0,0.0,1.0,1.0,0.0,7.0,4.0,7.0,2,1,5,0
551.0,1313.0,43.766666666666666,18.0,0.0,0.0,0.0,44.8235294117647,57.0,-0.2,2444318.0,135795.44444444444,222300.0,426.0,23.666666666666668,0.0,-0.012999987806414546,4.30625,8.1875,4.38125,4.9,3.6,1.0,0.11349693251533728,9.0,14.0,2.614369445886757,39.0,1.0,2.1666666666666665,13,0,2,3
398.0,1047.0,34.9,14.0,0.0,0.0,0.0,49.92307692307692,65.0,0.0,1208226.0,86301.85714285714,125580.0,152.0,10.857142857142858,0.0,0.04024681017771146,4.1375,6.75,4.2125,3.4,3.4,1.0,0.10828025477707003,7.0,11.0,2.6455933144511468,17.0,3.0,1.2142857142857142,3,2,3,1
