client_id,days_since_last_booking,days_since_first_booking,months_as_client,total_bookings,bookings_last_30_days,bookings_last_90_days,bookings_last_180_days,avg_days_between_bookings,max_gap_between_bookings,booking_frequency_trend,total_revenue,avg_booking_value,max_booking_value,total_participants,avg_participants_per_booking,revenue_last_90_days,revenue_trend,avg_overall_rating,avg_nps_score,avg_trainer_rating,latest_rating,min_rating_ever,has_given_feedback,rating_trend,num_course_categories,num_unique_courses,category_diversity_score,total_communications,communications_last_90_days,avg_communications_per_booking,churned,industry_encoded,company_size_encoded,region_encoded,account_manager_encoded
C0080,856.0,1366.0,45.53333333333333,11.0,0.0,0.0,0.0,51.0,67.0,0.2,1229001.0,111727.36363636363,161942.0,199.0,18.09090909090909,0.0,0.049452108350307424,4.042857142857143,7.857142857142857,4.114285714285714,4.4,3.7,1.0,0.03361344537815126,5.0,11.0,2.2312702546075758,25.0,3.0,2.272727272727273,1,2,1,5,0
C0081,668.0,689.0,22.966666666666665,2.0,0.0,0.0,0.0,21.0,21.0,0.0,227793.0,113896.5,131841.0,43.0,21.5,0.0,0.0,4.2,8.0,4.3,4.2,4.2,1.0,0.0,2.0,2.0,1.0,6.0,2.0,3.0,1,7,0,0,3
C0082,668.0,963.0,32.1,6.0,0.0,0.0,0.0,59.0,70.0,0.0,259523.0,43253.833333333336,69588.0,32.0,5.333333333333333,0.0,0.1255129034635829,4.233333333333333,8.166666666666666,4.333333333333333,5.0,3.7,1.0,0.1896551724137931,5.0,6.0,2.2516291673878226,11.0,2.0,1.8333333333333333,1,6,3,1,3
C0083,354.0,878.0,29.266666666666666,10.0,0.0,0.0,0.0,58.22222222222222,70.0,0.0,427957.0,42795.7,73920.0,73.0,7.3,0.0,-0.020998941035565582,4.3999999999999995,8.166666666666666,4.533333333333333,3.9,3.9,1.0,-0.05882352941176488,7.0,10.0,2.721928094887362,10.0,2.0,1.0,1,2,3,5,2
C0084,550.0,1156.0,38.53333333333333,14.0,0.0,0.0,0.0,46.61538461538461,62.0,0.0,969055.0,69218.21428571429,114996.0,118.0,8.428571428571429,0.0,-0.15460978591641555,4.291666666666667,7.583333333333333,4.3500000000000005,4.2,3.4,1.0,-0.019230769230769162,7.0,12.0,2.6995138503199656,44.0,2.0,3.142857142857143,1,12,2,4,4
C0085,17.0,60.0,2.0,2.0,1.0,2.0,2.0,43.0,43.0,0.0,281878.0,140939.0,164880.0,29.0,14.5,281878.0,0.0,5.0,10.0,4.7,5.0,5.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,2.0,0,6,2,3,0
C0086,179.0,629.0,20.966666666666665,9.0,0.0,0.0,1.0,56.25,72.0,0.25,631321.0,70146.77777777778,101794.0,94.0,10.444444444444445,0.0,-0.11095980201993182,4.228571428571429,7.714285714285714,4.228571428571429,4.0,4.0,1.0,-0.08082706766917314,7.0,9.0,2.725480556997868,18.0,3.0,2.0,1,9,2,2,0
C0087,840.0,1259.0,41.96666666666667,5.0,0.0,0.0,0.0,104.75,119.0,0.5,577027.0,115405.4,202512.0,89.0,17.8,0.0,0.3717865835779717,4.15,8.0,4.325,3.7,3.7,1.0,0.10126582278480999,4.0,5.0,1.9219280948873623,18.0,1.0,3.6,1,0,1,5,1
C0088,1149.0,1518.0,50.6,6.0,0.0,0.0,0.0,73.8,91.0,0.0,1117707.0,186284.5,273672.0,170.0,28.333333333333332,0.0,0.11425053059278847,4.3,8.5,4.35,4.0,3.9,1.0,0.0235294117647058,5.0,6.0,2.2516291673878226,17.0,1.0,2.8333333333333335,1,9,0,5,4
C0089,1162.0,1162.0,38.733333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61584.0,61584.0,61584.0,12.0,12.0,0.0,0.0,4.5,10.0,4.4,4.5,4.5,1.0,0.0,1.0,1.0,0.0,7.0,1.0,7.0,1,11,2,0,0
C0090,229.0,683.0,22.766666666666666,6.0,0.0,0.0,0.0,90.8,102.0,0.0,698119.0,116353.16666666667,167775.0,118.0,19.666666666666668,0.0,0.3071297324450086,4.416666666666667,8.333333333333334,4.433333333333334,4.8,4.0,1.0,0.10317460317460322,5.0,5.0,2.2516291673878226,19.0,4.0,3.1666666666666665,1,9,1,1,1
C0091,25.0,236.0,7.866666666666666,5.0,1.0,2.0,3.0,52.75,67.0,-0.3333333333333333,369066.0,73813.2,103806.0,75.0,15.0,93928.0,-0.4364343643436434,4.180000000000001,7.6,4.28,4.3,4.0,1.0,0.012048192771084293,5.0,5.0,2.321928094887362,15.0,8.0,3.0,0,2,1,4,4
C0092,704.0,1450.0,48.333333333333336,10.0,0.0,0.0,0.0,82.88888888888889,97.0,0.0,1605467.0,160546.7,274820.0,245.0,24.5,0.0,0.3393692388843071,4.171428571428572,7.571428571428571,4.385714285714285,4.2,3.4,1.0,-0.05232558139534876,6.0,10.0,2.4464393446710155,33.0,5.0,3.3,1,12,0,0,3
C0093,671.0,1296.0,43.2,6.0,0.0,0.0,0.0,125.0,129.0,0.0,256620.0,42770.0,114678.0,33.0,5.5,0.0,-0.3101095774944684,4.2,7.666666666666667,4.333333333333333,4.4,3.9,1.0,0.11538461538461532,6.0,6.0,2.584962500721156,17.0,1.0,2.8333333333333335,1,12,3,2,0
C0094,854.0,1453.0,48.43333333333333,10.0,0.0,0.0,0.0,66.55555555555556,76.0,0.0,496382.0,49638.2,89560.0,86.0,8.6,0.0,0.3763410489025062,4.300000000000001,8.375,4.4625,4.7,3.5,1.0,0.08484848484848498,7.0,9.0,2.6464393446710157,20.0,1.0,2.0,1,11,2,4,2
C0095,752.0,875.0,29.166666666666668,3.0,0.0,0.0,0.0,61.5,66.0,-0.5,300112.0,100037.33333333333,130102.0,39.0,13.0,0.0,0.8957594916499027,4.366666666666666,8.666666666666666,4.433333333333334,4.6,4.0,1.0,-0.04444444444444448,3.0,3.0,1.584962500721156,8.0,0.0,2.6666666666666665,1,13,2,4,0
C0096,162.0,325.0,10.833333333333334,4.0,0.0,0.0,1.0,54.333333333333336,61.0,0.0,178785.0,44696.25,94107.0,38.0,9.5,0.0,-0.5131606303796415,3.6999999999999997,4.666666666666667,3.766666666666667,3.4,3.4,1.0,0.0,4.0,4.0,2.0,5.0,1.0,1.25,1,3,2,1,1
C0097,134.0,739.0,24.633333333333333,8.0,0.0,0.0,1.0,86.42857142857143,94.0,0.0,1231059.0,153882.375,262570.0,202.0,25.25,0.0,-0.1933015941037826,4.333333333333333,8.333333333333334,4.366666666666667,3.8,3.8,1.0,-0.0303030303030302,6.0,7.0,2.4056390622295662,21.0,2.0,2.625,1,11,0,2,1
C0098,460.0,813.0,27.1,6.0,0.0,0.0,0.0,70.6,80.0,0.0,218856.0,36476.0,53664.0,32.0,5.333333333333333,0.0,-0.4082273877752887,3.9,7.2,3.9200000000000004,4.0,3.6,1.0,-0.04166666666666663,4.0,5.0,1.792481250360578,12.0,1.0,2.0,1,1,3,3,3
C0099,400.0,1049.0,34.96666666666667,14.0,0.0,0.0,0.0,49.92307692307692,65.0,0.0,1208226.0,86301.85714285714,125580.0,152.0,10.857142857142858,0.0,0.04024681017771146,4.1375,6.75,4.2125,3.4,3.4,1.0,0.10828025477707003,7.0,11.0,2.6455933144511468,17.0,3.0,1.2142857142857142,1,3,2,3,1
C0100,272.0,1355.0,45.166666666666664,19.0,0.0,0.0,0.0,60.166666666666664,74.0,0.1111111111111111,2100983.0,110578.05263157895,219288.0,322.0,16.94736842105263,0.0,-0.13067997121755534,4.057894736842104,7.7368421052631575,4.18421052631579,3.5,3.4,1.0,-0.03967828418230562,10.0,17.0,3.1813663288914587,41.0,4.0,2.1578947368421053,1,3,1,2,0
C0101,65.0,443.0,14.766666666666667,8.0,0.0,1.0,3.0,54.0,66.0,0.0,1198929.0,149866.125,221433.0,193.0,24.125,145206.0,-0.34954200175655475,4.216666666666667,8.333333333333334,4.383333333333333,4.7,3.6,1.0,-0.03875968992248069,5.0,8.0,2.25,28.0,7.0,3.5,0,3,0,3,4
C0102,1288.0,1814.0,60.46666666666667,10.0,0.0,0.0,0.0,58.44444444444444,75.0,0.0,1891054.0,189105.4,340305.0,271.0,27.1,0.0,-0.017684142554944538,4.05,7.25,4.1875,3.9,3.9,1.0,-0.03636363636363634,8.0,9.0,2.9219280948873623,21.0,0.0,2.1,1,12,0,5,3
C0103,70.0,216.0,7.2,5.0,0.0,1.0,3.0,36.5,53.0,-0.3333333333333333,646306.0,129261.2,232967.0,103.0,20.6,87305.0,-0.23557825908371774,4.35,8.5,4.275,4.1,3.9,1.0,-0.022727272727272846,5.0,5.0,2.321928094887362,20.0,9.0,4.0,0,12,1,1,3
C0104,653.0,1716.0,57.2,14.0,0.0,0.0,0.0,81.76923076923077,96.0,0.0,1857623.0,132687.35714285713,256608.0,268.0,19.142857142857142,0.0,-0.10468100041729958,4.083333333333334,7.666666666666667,4.308333333333333,4.2,3.4,1.0,-0.04780876494023919,8.0,13.0,2.8962915290459277,16.0,0.0,1.1428571428571428,1,9,1,2,3
C0105,1209.0,1358.0,45.266666666666666,4.0,0.0,0.0,0.0,49.666666666666664,56.0,0.0,544260.0,136065.0,213600.0,71.0,17.75,0.0,0.549895991454433,4.275,8.25,4.25,4.7,3.9,1.0,0.0117647058823529,3.0,4.0,1.5,6.0,0.0,1.5,1,1,1,0,0
C0106,51.0,231.0,7.7,4.0,0.0,1.0,2.0,60.0,71.0,0.0,362932.0,90733.0,155506.0,32.0,8.0,81000.0,0.8707069748311265,4.475,8.25,4.475,4.9,4.1,1.0,0.011235955056179735,2.0,3.0,0.8112781244591328,8.0,2.0,2.0,0,13,2,3,0
C0107,150.0,234.0,7.8,3.0,0.0,0.0,1.0,42.0,45.0,1.0,451620.0,150540.0,218225.0,76.0,25.333333333333332,0.0,1.15084992486852,3.6666666666666665,5.333333333333333,3.8333333333333335,3.9,3.4,1.0,0.11764705882352938,3.0,3.0,1.584962500721156,14.0,5.0,4.666666666666667,1,2,0,5,2
C0108,132.0,235.0,7.833333333333333,2.0,0.0,0.0,1.0,103.0,103.0,0.0,45418.0,22709.0,39020.0,7.0,3.5,0.0,0.0,4.199999999999999,7.5,4.2,4.1,4.1,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1,5,3,0,0
C0109,754.0,1389.0,46.3,13.0,0.0,0.0,0.0,52.916666666666664,70.0,-0.14285714285714285,898982.0,69152.46153846153,160017.0,135.0,10.384615384615385,0.0,0.1389145360220822,4.1,7.916666666666667,4.175,4.1,3.4,1.0,0.06722689075630263,8.0,12.0,2.8150724101159437,44.0,2.0,3.3846153846153846,1,4,2,4,1
C0110,82.0,456.0,15.2,7.0,0.0,1.0,2.0,62.333333333333336,67.0,-0.25,333520.0,47645.71428571428,98244.0,58.0,8.285714285714286,25590.0,-0.0475566596338392,4.542857142857143,8.857142857142858,4.5857142857142845,4.6,3.9,1.0,0.003676470588235281,5.0,6.0,2.128085278891394,22.0,5.0,3.142857142857143,0,3,2,4,2
C0111,36.0,545.0,18.166666666666668,15.0,0.0,2.0,4.0,36.357142857142854,48.0,0.14285714285714285,669518.0,44634.53333333333,79930.0,98.0,6.533333333333333,72490.0,-0.03600549662699847,4.08,8.0,4.066666666666666,3.6,3.3,1.0,-0.009146341463414549,7.0,12.0,2.6565647621309543,17.0,3.0,1.1333333333333333,0,10,3,5,2
C0112,53.0,139.0,4.633333333333334,3.0,0.0,1.0,3.0,43.0,43.0,1.0,485898.0,161966.0,246800.0,62.0,20.666666666666668,246800.0,2.843338815789474,4.050000000000001,8.0,4.25,4.4,3.7,1.0,0.0,3.0,3.0,1.584962500721156,9.0,4.0,3.0,0,2,1,4,3
C0113,174.0,255.0,8.5,4.0,0.0,0.0,1.0,27.0,38.0,0.0,276388.0,69097.0,118590.0,32.0,8.0,0.0,0.9214637549415471,4.625,9.0,4.3999999999999995,4.7,4.1,1.0,0.05555555555555555,4.0,4.0,2.0,8.0,3.0,2.0,1,2,3,1,1
C0114,1090.0,1767.0,58.9,10.0,0.0,0.0,0.0,75.22222222222223,85.0,0.0,572602.0,57260.2,74052.0,105.0,10.5,0.0,-0.11175122425761345,4.414285714285714,8.428571428571429,4.6,4.4,4.1,1.0,0.03269230769230768,7.0,10.0,2.721928094887362,14.0,1.0,1.4,1,13,2,2,1
C0115,136.0,595.0,19.833333333333332,7.0,0.0,0.0,1.0,76.5,84.0,0.3333333333333333,845716.0,120816.57142857143,158956.0,184.0,26.285714285714285,0.0,-0.2508827554259324,4.3500000000000005,9.333333333333334,4.366666666666666,3.8,3.7,1.0,0.0076923076923078705,5.0,7.0,2.2359263506290326,7.0,1.0,1.0,1,3,0,4,3
C0116,818.0,913.0,30.433333333333334,3.0,0.0,0.0,0.0,47.5,54.0,1.0,283164.0,94388.0,161790.0,37.0,12.333333333333334,0.0,1.0665186259403607,4.266666666666667,8.333333333333334,4.233333333333333,4.1,3.7,1.0,0.22972972972972963,3.0,3.0,1.584962500721156,8.0,1.0,2.6666666666666665,1,2,2,5,0
C0117,1408.0,1726.0,57.53333333333333,5.0,0.0,0.0,0.0,79.5,91.0,0.5,624516.0,124903.2,220915.0,107.0,21.4,0.0,0.35498009967159205,4.075,7.5,4.325,3.9,3.6,1.0,-0.08235294117647061,5.0,5.0,2.321928094887362,10.0,1.0,2.0,1,3,1,3,2
C0118,578.0,1003.0,33.43333333333333,11.0,0.0,0.0,0.0,42.5,60.0,0.2,492460.0,44769.09090909091,78560.0,66.0,6.0,0.0,0.15996055993238842,4.109999999999999,7.2,4.18,3.8,3.3,1.0,0.07575757575757572,9.0,11.0,3.095795255000934,38.0,2.0,3.4545454545454546,1,9,3,4,3
C0119,1045.0,1182.0,39.4,4.0,0.0,0.0,0.0,45.666666666666664,54.0,0.0,381635.0,95408.75,136680.0,63.0,15.75,0.0,0.08504977217347597,4.266666666666667,7.666666666666667,4.333333333333333,3.4,3.4,1.0,-0.10869565217391305,4.0,4.0,2.0,8.0,0.0,2.0,1,1,1,5,3
C0120,334.0,752.0,25.066666666666666,6.0,0.0,0.0,0.0,83.6,93.0,0.0,194756.0,32459.333333333332,49952.0,37.0,6.166666666666667,0.0,0.13815515007794824,4.16,7.4,4.320000000000001,4.3,3.9,1.0,0.045267489711934214,5.0,6.0,2.2516291673878226,8.0,1.0,1.3333333333333333,1,6,3,4,4
C0121,165.0,784.0,26.133333333333333,8.0,0.0,0.0,1.0,88.42857142857143,100.0,0.0,518177.0,64772.125,130743.0,50.0,6.25,0.0,-0.15512649800266312,4.242857142857143,8.142857142857142,4.214285714285714,4.3,3.6,1.0,0.03199999999999988,5.0,8.0,2.1556390622295662,26.0,4.0,3.25,1,0,3,3,3
C0122,1694.0,1730.0,57.666666666666664,2.0,0.0,0.0,0.0,36.0,36.0,0.0,195975.0,97987.5,158625.0,21.0,10.5,0.0,0.0,4.6,9.0,4.8,4.6,4.6,1.0,0.0,2.0,2.0,1.0,7.0,0.0,3.5,1,4,2,3,3
C0123,377.0,852.0,28.4,9.0,0.0,0.0,0.0,59.375,69.0,0.25,913972.0,101552.44444444444,188920.0,148.0,16.444444444444443,0.0,0.325423600715085,4.0625,7.625,4.2375,4.1,3.5,1.0,0.04402515723270459,6.0,7.0,2.5032583347756456,10.0,0.0,1.1111111111111112,1,2,1,5,2
C0124,103.0,670.0,22.333333333333332,13.0,0.0,0.0,2.0,47.25,64.0,-0.14285714285714285,556575.0,42813.46153846154,86810.0,80.0,6.153846153846154,0.0,0.19035213517164085,4.35,8.166666666666666,4.425,3.7,3.7,1.0,-0.022727272727272648,9.0,11.0,3.0269868333592873,28.0,9.0,2.1538461538461537,1,0,3,5,1
C0125,611.0,939.0,31.3,9.0,0.0,0.0,0.0,41.0,48.0,0.25,298266.0,33140.666666666664,50264.0,42.0,4.666666666666667,0.0,-0.17636395802996696,4.4,8.375,4.512499999999999,4.6,4.1,1.0,-2.0185873175002846e-16,9.0,9.0,3.169925001442312,18.0,2.0,2.0,1,0,3,1,4
C0126,182.0,259.0,8.633333333333333,2.0,0.0,0.0,0.0,77.0,77.0,0.0,296742.0,148371.0,159456.0,42.0,21.0,0.0,0.0,4.6,9.0,4.3,4.6,4.6,1.0,0.0,2.0,2.0,1.0,8.0,3.0,4.0,1,5,0,0,3
C0127,47.0,47.0,1.5666666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0,103819.0,103819.0,103819.0,17.0,17.0,103819.0,0.0,5.0,10.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,6.0,0,1,0,2,0
C0128,185.0,296.0,9.866666666666667,4.0,0.0,0.0,0.0,37.0,42.0,0.0,266909.0,66727.25,119286.0,25.0,6.25,0.0,-0.13547233341017528,4.25,7.25,4.375,4.9,3.4,1.0,0.1518987341772153,3.0,4.0,1.5,8.0,2.0,2.0,1,11,3,0,0
C0129,101.0,973.0,32.43333333333333,18.0,0.0,0.0,2.0,51.294117647058826,66.0,0.0,3564501.0,198027.83333333334,361862.0,467.0,25.944444444444443,0.0,-0.09951662849172734,4.153846153846154,8.153846153846153,4.223076923076923,4.0,3.6,1.0,-0.013090495162208263,7.0,14.0,2.6416041678685938,56.0,6.0,3.111111111111111,1,7,0,0,4
C0130,138.0,861.0,28.7,13.0,0.0,0.0,1.0,60.25,75.0,-0.14285714285714285,502867.0,38682.07692307692,96320.0,70.0,5.384615384615385,0.0,0.1939787940320909,4.4363636363636365,9.090909090909092,4.463636363636363,4.6,3.7,1.0,-0.110169491525424,10.0,13.0,3.238901256602631,26.0,3.0,2.0,1,11,3,1,2
C0131,893.0,1238.0,41.266666666666666,7.0,0.0,0.0,0.0,57.5,64.0,-0.25,593353.0,84764.71428571429,142875.0,83.0,11.857142857142858,0.0,0.6506060655100984,4.0,6.6,4.08,4.1,3.4,1.0,-0.020576131687242837,6.0,7.0,2.521640636343318,15.0,1.0,2.142857142857143,1,10,2,4,1
C0132,718.0,1328.0,44.266666666666666,18.0,0.0,0.0,0.0,35.88235294117647,48.0,0.0,1163080.0,64615.555555555555,100786.0,179.0,9.944444444444445,0.0,-0.25410549701281937,4.117647058823529,7.764705882352941,4.276470588235294,4.5,3.2,1.0,0.0023640661938535814,11.0,13.0,3.2390979179887864,59.0,4.0,3.2777777777777777,1,8,2,2,4
C0133,44.0,387.0,12.9,10.0,0.0,2.0,4.0,38.111111111111114,47.0,0.0,1051783.0,105178.3,189200.0,179.0,17.9,198301.0,-0.22417044727382626,4.2875000000000005,8.625,4.4375,4.8,3.6,1.0,0.1304347826086955,9.0,10.0,3.1219280948873624,33.0,10.0,3.3,0,2,1,2,4
C0134,516.0,932.0,31.066666666666666,15.0,0.0,0.0,0.0,29.714285714285715,43.0,-0.125,1809996.0,120666.4,198418.0,266.0,17.733333333333334,0.0,0.12051001379692691,4.261538461538461,8.153846153846153,4.23076923076923,3.8,3.3,1.0,-0.04471101417666307,9.0,13.0,2.955913095175825,30.0,3.0,2.0,1,1,1,0,3
C0135,623.0,667.0,22.233333333333334,2.0,0.0,0.0,0.0,44.0,44.0,0.0,60470.0,30235.0,34496.0,11.0,5.5,0.0,0.0,4.85,10.0,4.65,5.0,4.7,1.0,0.0,2.0,2.0,1.0,8.0,2.0,4.0,1,7,3,4,3
C0136,129.0,1070.0,35.666666666666664,19.0,0.0,0.0,2.0,52.27777777777778,67.0,0.1111111111111111,1972218.0,103800.94736842105,185978.0,343.0,18.05263157894737,0.0,0.12133417451382537,4.3687499999999995,8.1875,4.45,4.0,3.4,1.0,0.06804733727810663,10.0,16.0,3.2210972500579573,24.0,0.0,1.263157894736842,1,5,1,1,3
C0137,638.0,1058.0,35.266666666666666,9.0,0.0,0.0,0.0,52.5,67.0,-0.2,670071.0,74452.33333333333,143403.0,93.0,10.333333333333334,0.0,0.12895573947463113,4.085714285714285,7.142857142857143,4.171428571428572,4.7,3.4,1.0,-0.020161290322580575,7.0,9.0,2.725480556997868,11.0,0.0,1.2222222222222223,1,7,2,2,1
C0138,752.0,1481.0,49.36666666666667,9.0,0.0,0.0,0.0,91.125,103.0,0.25,1597223.0,177469.22222222222,282720.0,250.0,27.77777777777778,0.0,0.17047840964992494,4.357142857142858,8.714285714285714,4.6000000000000005,4.2,3.7,1.0,0.07999999999999992,6.0,9.0,2.4193819456463714,28.0,2.0,3.111111111111111,1,3,0,5,0
C0139,1043.0,1422.0,47.4,8.0,0.0,0.0,0.0,54.142857142857146,65.0,0.0,633363.0,79170.375,111917.0,123.0,15.375,0.0,-0.14493165369644107,4.2,8.0,4.08,4.8,3.8,1.0,0.040650406504065116,8.0,8.0,3.0,10.0,0.0,1.25,1,11,1,3,4
C0140,1082.0,1776.0,59.2,8.0,0.0,0.0,0.0,99.14285714285714,111.0,0.0,1211242.0,151405.25,274914.0,173.0,21.625,0.0,0.4670085706836994,3.9428571428571426,7.0,4.2,4.2,3.4,1.0,-0.02499999999999991,6.0,6.0,2.5,8.0,0.0,1.0,1,3,0,4,2
C0141,1416.0,1483.0,49.43333333333333,2.0,0.0,0.0,0.0,67.0,67.0,0.0,106905.0,53452.5,87507.0,12.0,6.0,0.0,0.0,4.25,8.5,4.15,4.0,4.0,1.0,0.0,2.0,2.0,1.0,7.0,1.0,3.5,1,12,3,4,0
C0142,332.0,773.0,25.766666666666666,10.0,0.0,0.0,0.0,49.0,64.0,0.0,569392.0,56939.2,104760.0,79.0,7.9,0.0,1.176506686155168,4.333333333333332,8.11111111111111,4.344444444444445,4.9,3.6,1.0,-0.03728813559322035,7.0,9.0,2.721928094887362,23.0,3.0,2.3,1,5,2,0,2
C0143,193.0,637.0,21.233333333333334,7.0,0.0,0.0,0.0,74.0,87.0,0.3333333333333333,825917.0,117988.14285714286,192114.0,156.0,22.285714285714285,0.0,0.3336144841737024,3.971428571428571,7.571428571428571,4.0,3.7,3.3,1.0,0.032051282051282166,6.0,6.0,2.521640636343318,11.0,2.0,1.5714285714285714,1,4,0,2,2
C0144,22.0,402.0,13.4,12.0,1.0,2.0,5.0,34.54545454545455,47.0,0.0,782576.0,65214.666666666664,127665.0,124.0,10.333333333333334,183305.0,-0.015207235357075756,4.233333333333333,8.25,4.291666666666666,4.0,3.6,1.0,-0.03861003861003868,8.0,12.0,2.918295834054489,15.0,5.0,1.25,0,12,2,4,0
C0145,58.0,615.0,20.5,13.0,0.0,1.0,3.0,46.416666666666664,56.0,-0.14285714285714285,2151223.0,165478.6923076923,311392.0,301.0,23.153846153846153,142692.0,-0.07468585138782756,4.1,6.555555555555555,4.0888888888888895,3.4,3.4,1.0,-0.04285714285714279,6.0,11.0,2.4116022179746714,18.0,4.0,1.3846153846153846,0,10,0,5,0
C0146,719.0,1625.0,54.166666666666664,17.0,0.0,0.0,0.0,56.625,71.0,-0.1111111111111111,2187913.0,128700.76470588235,195778.0,276.0,16.235294117647058,0.0,-0.022873562519916003,4.033333333333333,7.333333333333333,4.226666666666667,3.8,3.4,1.0,-0.03689236111111093,8.0,15.0,2.6986604604011153,18.0,2.0,1.0588235294117647,1,4,1,3,1
C0147,399.0,1016.0,33.86666666666667,9.0,0.0,0.0,0.0,77.125,90.0,-0.2,1222315.0,135812.77777777778,250290.0,206.0,22.88888888888889,0.0,0.20067926998936084,4.233333333333333,8.333333333333334,4.333333333333333,4.9,3.5,1.0,-0.04615384615384599,5.0,9.0,2.197159723424149,28.0,5.0,3.111111111111111,1,3,0,2,3
C0148,1449.0,1733.0,57.766666666666666,6.0,0.0,0.0,0.0,56.8,71.0,0.0,536877.0,89479.5,116140.0,92.0,15.333333333333334,0.0,-0.12020489909104905,4.06,7.4,4.12,3.9,3.6,1.0,-0.07450980392156868,5.0,6.0,2.2516291673878226,8.0,0.0,1.3333333333333333,1,11,1,1,2
C0149,71.0,199.0,6.633333333333334,3.0,0.0,1.0,2.0,64.0,65.0,-0.5,89962.0,29987.333333333332,39865.0,12.0,4.0,39865.0,0.9531522687609075,4.233333333333333,8.333333333333334,4.266666666666667,3.9,3.8,1.0,0.17105263157894746,3.0,3.0,1.584962500721156,12.0,6.0,4.0,0,4,3,1,4
C0150,1195.0,1457.0,48.56666666666667,10.0,0.0,0.0,0.0,29.11111111111111,41.0,-0.3333333333333333,508341.0,50834.1,99702.0,100.0,10.0,0.0,0.223120689579771,3.983333333333333,7.666666666666667,4.05,3.5,3.5,1.0,-0.07258064516129038,7.0,10.0,2.721928094887362,11.0,2.0,1.1,1,3,2,4,2
C0151,1441.0,1521.0,50.7,4.0,0.0,0.0,0.0,26.666666666666668,36.0,0.0,218469.0,54617.25,91680.0,38.0,9.5,0.0,-0.19825325350091544,4.333333333333333,7.666666666666667,4.3,4.2,4.0,1.0,-0.14583333333333337,4.0,4.0,2.0,10.0,0.0,2.5,1,1,2,3,0
C0152,1300.0,1657.0,55.233333333333334,13.0,0.0,0.0,0.0,29.75,40.0,0.16666666666666666,885309.0,68100.69230769231,101706.0,116.0,8.923076923076923,0.0,-0.0742969110807996,4.058333333333333,7.25,4.216666666666667,3.5,3.3,1.0,0.08119658119658126,8.0,12.0,2.931208948910323,28.0,2.0,2.1538461538461537,1,7,2,5,2
C0153,186.0,911.0,30.366666666666667,13.0,0.0,0.0,0.0,60.416666666666664,72.0,0.16666666666666666,495532.0,38117.846153846156,76140.0,83.0,6.384615384615385,0.0,0.19906055622485253,4.333333333333333,8.5,4.3500000000000005,4.1,3.6,1.0,-0.1625441696113073,8.0,13.0,2.7773627950641693,39.0,4.0,3.0,1,7,3,5,3
C0154,170.0,170.0,5.666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,199880.0,199880.0,199880.0,20.0,20.0,0.0,0.0,4.6,9.0,5.0,4.6,4.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,5,4
C0155,1353.0,1562.0,52.06666666666667,4.0,0.0,0.0,0.0,69.66666666666667,75.0,0.0,409831.0,102457.75,148932.0,63.0,15.75,0.0,0.3721327321452344,4.366666666666666,8.666666666666666,4.433333333333334,4.7,3.8,1.0,-0.07608695652173907,4.0,4.0,2.0,8.0,0.0,2.0,1,12,1,0,2
C0156,46.0,753.0,25.1,14.0,0.0,1.0,3.0,54.38461538461539,67.0,0.0,1093651.0,78117.92857142857,126530.0,146.0,10.428571428571429,47750.0,0.2582937214267721,4.285714285714286,8.142857142857142,4.378571428571429,5.0,3.4,1.0,0.08333333333333302,8.0,14.0,2.8423709931771084,31.0,5.0,2.2142857142857144,0,4,2,3,1
C0157,1016.0,1621.0,54.03333333333333,9.0,0.0,0.0,0.0,75.625,84.0,0.25,892415.0,99157.22222222222,179877.0,143.0,15.88888888888889,0.0,-0.0032937718318082235,4.1,8.0,4.2125,3.5,3.5,1.0,0.11612903225806456,6.0,8.0,2.4193819456463714,18.0,0.0,2.0,1,10,1,1,3
C0158,1116.0,1701.0,56.7,7.0,0.0,0.0,0.0,97.5,116.0,0.3333333333333333,669013.0,95573.28571428571,211650.0,117.0,16.714285714285715,0.0,0.7813658767915972,4.314285714285715,8.428571428571429,4.328571428571429,4.8,3.8,1.0,0.04761904761904766,6.0,7.0,2.521640636343318,23.0,2.0,3.2857142857142856,1,6,1,0,4
C0159,699.0,1669.0,55.63333333333333,18.0,0.0,0.0,0.0,57.05882352941177,72.0,0.0,3092736.0,171818.66666666666,370853.0,418.0,23.22222222222222,0.0,-0.22015761553273794,4.3,8.142857142857142,4.407142857142857,3.4,3.4,1.0,0.033783783783783876,10.0,14.0,3.080500530640267,56.0,5.0,3.111111111111111,1,12,0,4,4
C0160,123.0,578.0,19.266666666666666,5.0,0.0,0.0,1.0,113.75,128.0,0.5,734864.0,146972.8,186480.0,85.0,17.0,0.0,-0.28612315787792797,4.125,7.75,4.15,5.0,3.6,1.0,0.14285714285714304,4.0,5.0,1.9219280948873623,5.0,1.0,1.0,1,3,1,0,1
